text,age_label
Thank you guys... you made my day... Looking forward for more tomorrow...,25-34
The best day of the year undoubtably .... Ohhhh... I enjoyed it to the fullest. And Ganguly was the most wonderful...,25-34
A fresh and good morning... some experiences expected today... cant wait...,25-34
Well..... I enjoyed the day at Zoug... I guess spelling is correct. Enjoying the colorful night.,25-34
Well that is the end of the day... enuf of pandels and deities... went to some of the most incredible ones. Damn...,25-34
Reached home... Lying in my bed... sleep is nt far away.,25-34
Good morning and suvo maha navami... Today I need a break... Too much hectic 2 days...,25-34
"All right... sorry about an older post... I actually misspelled it. For the google buddies, now search with the...",25-34
A very sleepy morning and just hours left before I go out for a small trip... feeling to sleep all day...,25-34
Yeppi.............. Good old (really??) starting days are back,25-34
People think they are so good and perfect. If it was so they did not have so many problems in their lives.   P.S. I am not perfect.,25-34
Now I am waiting to see a cat fight... In FB. Got trapped in your own trap I guess.,25-34
Gold is so easily available this days... Who complained about the price rise?,25-34
"A thought just before I sign out, I am the dumbest person in the world, and I make the same mistakes over and over again.",25-34
You dont hv any idea wht I am going through,25-34
Moral of the story. If a girl post anything confusing or even a garbage in FB it will get enuf comments so dat you...,25-34
Waiting for some jokes??? Just view some FB posts... hillarious.,25-34
At Chakradharpur. Feeling tired after a long journey. Hope to be a pleasant day today.,25-34
A break in the busy life. Strike makes it possible. Loving it. also enjoying doing fb.,25-34
Finally free... got rid of it.,25-34
what u said is nt clear.,25-34
Best way to win for RCB. Allow the opposite team 200 runs.,25-34
Splendid Hirni... will post photos soon.,25-34
End of day and end of Journey what is full of some wonderful views. Cannot post now aas no computer is available....,25-34
Had a very loud and provocative alteration with someone I really respect a lot. When shall I be able to control...,25-34
I just lost my cool... forget n forgive...,25-34
while in roaming... osn is the best way to communicate.,25-34
just too much heat taking its toll. feeling exhausted.... still felt good to be back in WB. seems so much at home.,25-34
Back home. just enjoying doing nothing.,25-34
Monday blues... now I know it. Must recover quickly or hv to see red all day.,25-34
"Just a simple thought, not necessarily correct, people access online social networks more when they feel alone and sad...",25-34
the whole thing is that ke bhaiya... I am also using it...,25-34
I am also using the OSN so much... what do you think the reason is?,25-34
well... sort of...,25-34
"ha ha... if I dont use OSN, hw ud I knw wht u say..",25-34
How to do it??? It's a mystery... and I dont know the solution,25-34
All right... I don'r want to know.,25-34
All right. I don't want to know.,25-34
Not feeling well... A lot left to do as well. huh... I thought I was just ok with what I am now.,25-34
In the middle of too much controversy the original reason to create the page got lost. Hopefully we start it from tomorrow.,25-34
Good morning guys... feeling better today... Expect some bombardment today...,25-34
The best picture taken by me till date...,25-34
the question is who is the 5th one? tweet people plz ignore it.,25-34
"New facebook mantra: ""The enemy of my enemy is my friend"".",25-34
"Okk... thought of the day... ""LOVE"" is not saying ""I Love You"" everyday. Rather it is to mean it...",25-34
All right GN folks.. take care... May be I need it most.,25-34
"Hello and good morning... Heavy head feeling... and not a hangover (I swear I didnt drink). I need some pure rest, I guess.",25-34
"OK.. start the day with a disputed statement. People say they are modern, but they allow others to be modern only...",25-34
"Sometimes I feel good to be busy, but at the end of the day I really feel very weak.",25-34
"It feels good when you are surrounded by happy faces. None likes others to cry, I wish all my friends gets happy.",25-34
"Good morning... The first question remains ""What is so god about this morning?"".",25-34
Feeling so tired mentally and somewhat physically as well that I am not in mood to get into any more trouble... Please leave me alone...,25-34
"I need a govt job. So no headaches, no burdens, no workload; best part, long idle times...",25-34
Copy paste... cholchhe.. cholbe..,25-34
feeling weak... n hv to keep going for another hour. plz.... help me.,25-34
Feeling better.. Though hv fever. Hv to be fit b4 tomorrow.,25-34
Don't hesitate to take the opportunities when you have some. You may not have again when you need them.,25-34
Listening to FM after ages (not literally). Good to hear some fav numbers...,25-34
Missing a friend very much... somebody inform her...,25-34
Seeing a doctor... :( no other option. Have to go to ISI tomorrow at any cost.,25-34
Morning guys... not so good for me ofcrs. Good to see some frnds njoyin life finding touchy stories what they want in their lives as well.,25-34
interesting. A post here got completely unnoticed whereas when the same posted by a girl in her FB wall got 9...,25-34
"hitting the road again. always liked the journey through national highway at night even it is on 79. chhote log, chhote batein.",25-34
Eventually made time to hear my fav singer's song with full concentration and getting the meaning. sheer...,25-34
Listening to my two fav singers of Bangla and English. Enjoyed the the journey apart from the pollution saying welcome to Kolkata.,25-34
Back to semi normal life. But surely need more rest than anything else.,25-34
Really weakened by the virus. cannot sit for long.,25-34
How to treat someone who calls you when you are fast asleep with 101 fvr? This is what I could do best.,25-34
The fact that I have to sleep by myself tonight. <<<<<<< ????,18-24
"When people tell me I'm muggin all the time. No I'm not, that's just how my face looks expressionless. There's a difference.",18-24
"Bitches be impressed by the most simplest shit. Like nigga pull up in a Audi for me & then I'm impressed. Flowers don't phase me, never did.",18-24
If you sub tweet someone that don't follow you or don't be on twitter. YOU'RE FUCKIN SCARY. ????????,18-24
I been wearing my glasses for 3 days straight. I took them hoes off & couldn't see shit.,18-24
This weekend finna be >>>>>>>>>>>>>> ????,18-24
Why won't these chargers stay IN THIS FUCK ASS WALL!!!!!!! ???? it's bed time for I punch a hole in the wall. ????,18-24
Wtf don't my job understand about days off. If I'm off that don't mean you can call me in. Tf. I hate tht shit with a passion.,18-24
Auto Zone right now <<<<<<<< ????????????,18-24
Discovery Channel >>>>>> shit be on point.,18-24
I'm really craving some noodles in a cup & I don't eat noodles like that. #Weird,18-24
"Damn, when it's gone rain?? I don't feel like taking my car to the car wash. Lmao.... ???????????? #ImSoSeriousTho",18-24
My car dirty afffffff. Inside & out. My parents would ring my neck if they seen it. Lol.,18-24
Serena & me childish af!! It's too early to be gettin this weak. ????????,18-24
It feels good to finally lay down but not without you next to me. ???? #GoodNightFuckas,18-24
I suck so bad at texting.,18-24
lol shut up!! I jus forget to text back.,18-24
It's just snuggles & me tonight.,18-24
"Mann, I'm just tryna drink to get this shit off my mind. ????",18-24
I SWEAR TO GOD EVERYONE IN SAN ANGELO DRIVE LIKE PUSSIES!! ????????,18-24
IHOP with my boooo.  We finna fuck some shit up.,18-24
I don't fuck with twitter no more. I been neglecting my phone period.,18-24
Either I need to find my glasses or make an appointment to get some new ones. Them hoes M.I.A & I NEED them. ????,18-24
The struggle of being blind. <<<<<<<< ????,18-24
Tommy right now <<<<<. ????,18-24
I don't feel like being at work. I just want to sleep. I'm soo tired. ????,18-24
It's all about me now. I gotta do what I gotta do to make it in this world & make sure that I'm okay. #MeMyself&I,18-24
I'm hungry denna bitch. One more class & I can go smash some shit.,18-24
Me & my dad got into a big argument & he apologized. That's the first time I ever heard my daddy say I'm sorry. Means a lot. #MyNigga ????,18-24
lmao. I forgot all about that.,18-24
I'm hungry & I want some chocolate chip cookies & I want to go home. I was not tryna come to work today.,18-24
Let me find out what I just did ain't in my job description. I'm checkin some shit. #GotMeFuckedUp,18-24
I just want a big fat ass chocolate chip cookie.,18-24
When my daddy calls my lil Regina......  ????,18-24
What I woke up to this morning >>>>>>>>>>>>>>>>>> ????????????,18-24
"It took me 20 minutes to figure out how to reset my oil life since I got a oil change. Tf, it shouldn't have to be that hard. ????",18-24
When irrelevant niggas text me tryna argue <<<<< #YoureDismissed #HoeAssNigga,18-24
These 2 days sleeping by myself is finna be hell!! ????,18-24
"I want to take my weave out for a little while, but dealing with my hair is a real struggle. I gotta big head with too much hair. ????",18-24
"Damn I ain't had corn in a cup in a while. That's my mission tomorrow, find some corn in a cup.",18-24
Sometimes I wish I didn't have a car. Or better yet everyone I fucked with had a car. ????,18-24
Fuck wrong with my phone. It's always some bullshit with this stupid ass brick!!,18-24
"When bitches constantly talk about how much they don't need their ex, STFU if you don't need him then show it. Stop said it every 5 seconds.",18-24
I just had to say a prayer for my life. lol.,18-24
Lizzie in here killin the game. ????????????,18-24
Throw dat ass Lizzie!! ????,18-24
When I wake Tommy up & he goes back to sleep......... ????????,18-24
Dareus's paper he wrote for his English class >>>>>>>>>>,18-24
I'm too hungry right now.,18-24
If you ain't happy with your life then you ain't livin right. ????,18-24
Watching Superman for the billionth time.,18-24
One class tomorrow & no test >>>> ????,18-24
47 daysssss. #MyBirthday #20 ????????????,18-24
My life >>>>> ????,18-24
I'm finna go pay my girl Kim a visit. I missed her & so did my nails.,18-24
My whole weekend finna be <<<<<<<<< ????,18-24
I need to take my ass to sleep. But I work all day tomorrow but I'm off on Saturday.,18-24
I'm not going to bed any time soon. ????,18-24
Good thing I don't have class on Fridays.,18-24
I hope everyone had a beautiful Valentines Day. ??,18-24
YAYYY. I miss her soo much. I miss my job. ????,18-24
lol he'll noo. I do want to come visit cause my dad is there.,18-24
"I'm sipping good, please don't worry bout what's in my cup.",18-24
These hoes let me drink a whole bottle of ciroc............... I'm drunk denna bitch.,18-24
It's crazy how fast the weather changes in Texas. But I'm not complaining.,18-24
what about your wiper blades doeee....? Lol.,18-24
lmaoooo. Boy stop it. But u can afford a whole chest piece & can't spend $12 on wiper blades. FOH,18-24
lol what ever. That's Gonna be you when it's pouring down raining & u can't see shit.,18-24
My brothers name on twitter >>>>>>>> ????????????????????????????????????????????,18-24
lmao he Rlly don't. Never did & probably never will. That boy is something else.,18-24
What TF is life right now??? I'm too done with EVERYTHING. ????????????,18-24
lol I'm just saying. What tat are u getting tho?,18-24
ayeeeeee that shit finna be live denna bitch!!!,18-24
Awwwwwwww Dareuss!!! ???? I just keep it real & you know I'm here to talk. ????,18-24
girl my snap chat be fuckin up. I got this big ass brick.,18-24
Even tho Dareus & I broke up almost a year ago NOBODY or ANYTHING can break the bond that we have. ?? #FriendsForever,18-24
foreal. I just got this brick in June tho. But He gone come home from Korea & get a 5s.... Bald ass.,18-24
naw the Muse's don't fuck with Camaros. But he finna get me that Audi thooo.,18-24
hellllllll nawwww. Diamond will remain in my possession. That's my baby.,18-24
I need to fold my laundry but I'm TOOO tired too. ????,18-24
I can't be everywhere at once & I can't help everyone all the time. ????????,18-24
I want to go out to eat or something. I haven't really seen my boo all week. ????,18-24
When I eat chocolate at the beginning of the day before I eat & it tears my stomach up. <<< ????????,18-24
Never wanted something more than I want this. ????,18-24
Whyyyyyyyy did I take my weave out!!! #ICantDealWithThisShit ????,18-24
Some Korean food is calling my name.,18-24
I'm fuckin hungry. I should of ate when I got off work. But someone had a attitude...... ????,18-24
Can't wait until my daddy comes home for good.,18-24
I just slept my whole math class away. Smh. I'm too tired.,18-24
I hate my history class. ????,18-24
noooo. Why? You finally decided to get some windshield wipers?? Lol.,18-24
see!!!! Lol u should of been got em. But I can go up there & help u get them & put them on & stuff.,18-24
I don't get out of class until 3:15 cuhh.,18-24
"In the name of Jesus, ???? huuaaahhh!",18-24
Only 4 hours of sleep.... This has to stop. Tommy always want to talk when it's time to go to bed. ????,18-24
I can't wait to come back home & go to sleep.,18-24
I want a peanut butter sandwich with bananas on it.  I miss youuuuu Domo!! ??????,18-24
lol that doesn't make me weird. I drink strawberry milk too. But I be killin plain milk.,18-24
Preach it Andyy!!!! ????????,18-24
lol I see that. Niggas need to know.,18-24
not sure if there are notes for this particular presentation but anne's website has stuff:,35-49
thanks I think *smh* #nonethewiser,35-49
just reminded me of this bit of Workerist Dog Propaganda  #cciws13,35-49
"Go home, Australian political news, you're drunk.",35-49
absolutely!,35-49
Introduced to Alison Powell's work on SOPA/PIPA & 'technical activist actions' by  at #cciws13,35-49
we must get  down here soon! You are doing UIC proud BTW.,35-49
isn't that over yet?,35-49
that looks so inviting,35-49
you'd probably get good lunches.,35-49
"If you can’t see that gender equality is...politics, you have no right to call yourself a political reporter.",35-49
Nothing like 's ultra-dry delivery to cut through the post-lunch slump #cciws13,35-49
*has spent the past 7 minutes trying to figure out what 'apper' means*,35-49
yes Ben games studies invented fun,35-49
"followed by ""who knew?""",35-49
"Oh dear, I think Ramon Lobato may have just suggested game studies is part of media studies #good #shitfightbut #cciws13",35-49
"Which is totally unfair because game studies invented play, materiality, bodies, and texts.",35-49
Anonymity as agency -  unpacking some unrecognised assumptions re identity & 'privacy' & names & bodies #cciws13,35-49
"now  is moving on to the #nymwars as a case of unsettled situation wrt identity, anonymity",35-49
is doing an ace job,35-49
"My Name is Me - a collective response to #nymwars - new to me, thanks  #cciws13",35-49
#yeahgender “: gender mention (if only briefly) - yay!  #cciws13,35-49
"JOB: Continuing lectureship in Journalism & Media, University of Sydney (re-advertised)",35-49
Paper jammin' #cciws13  QUT Creative Industries Precinct,35-49
Phablet sighting.  at the cutting edge,35-49
#cciws13 dinner: very conviviality,35-49
An amazing table of contents in this new collection Theorizing Cultural Work,35-49
"yeah, library pricing. It's a thing.",35-49
oh dear,35-49
you should tell  - preaching to the converted telling me.,35-49
material things in our research #cciws13,35-49
CCI Gothic #cciws13,35-49
"I hadn't intended to characterize you as especially 'preachy', it's just a saying but yes point taken.",35-49
seems like it's turning into quite the 'side' project :),35-49
how is ANYTHING in the news news anymore. #utterdespair #utter,35-49
oh I see…this is probably unsurprising :),35-49
"the first and, I dearly hope, the last",35-49
did not. I am OK with Erving,35-49
I'm so glad we invited a couple of Scots to #cciws13. It's one of the hotter accents.,35-49
"I have a very deep, almost biological suspicion of charisma. It's the scottish presbyterian in me.",35-49
provides several exs of how 'smoke' might appear in a Twitter corpus. On behalf of the ex-smokers THANKS A LOT AVI NOT #cciws13,35-49
oh dear,35-49
There's been great progress on 's algorithm for identifying trustworthy social media disaster info since I saw it last! #cciws13,35-49
has it occurred to you that you may be overly literal at times?,35-49
well at least you've got the accent,35-49
I'm so impressed by the robust and generous intellectual engagement of everyone at #cciws13. I don't know how we magicked it up.,35-49
"Um what exactly is the event that is happening in American democracy right now, mostly non-verbals in my stream",35-49
"I ask,  delivers the info - Thank you!  Major filibuster (13 hours) in Texas to prevent legislation restricting abortion",35-49
thank you both as well :),35-49
Thank you everyone! Epic feminist fillibuster in Texas to prevent anti-abortion lawmaking :),35-49
"""Jason Potts"", ""Elinor Ostrom"", ""social network markets"" #bingobingobingo the board lights up #cciws13",35-49
"'There is a lot of concerntrolling about ""the South"" as a place of abject horrors and inhumane acts...'",35-49
"#cciws13 paper jamming with , aka 'Straight White Dudes Aren't All That, Bro'.",35-49
"Awesome Pics, thank you! MT : Paper Jam hots up at  #CCIWS13. Facebook pics:",35-49
I think I will be grating my own earlobes at that time,35-49
"""hard"" and ""soft"" as modifiers of power/knowledge. #cciws13 OH THE GENDER",35-49
I need to get to the airport!,35-49
Most Australian universities have more professional support staff than academic staff,35-49
more like Days of Our Lives - Marlena is never really dead,35-49
we're excited about our learnings Jason,35-49
The #auspol mob is visibly aroused. Drooling and jabbering.,35-49
"I do but observe, sir.",35-49
There is basically no way TV journos can stay up to date because they can't refresh Twitter & speak to camera at the same time. #spill,35-49
oh dear,35-49
So excited to have (slightly jetlagged)  and  on deck in their new jobs at  and on hand at #cciws13,35-49
"Posting again wrt #cciws13 digital methods workshop: oldtweets, a search engine for the 1st yr of twitter",35-49
thank you!,35-49
oh cool,35-49
argh!!! What'd I miss?,35-49
great stuff darryl,35-49
Um  just read out his own tweet. Is the a comment or a question. #cciws13,35-49
"I know, I do nothing but oppress your talent.",35-49
welcome to our thread,35-49
#cciws13 closing reception  Old Government House,35-49
#cciws closing reception - stopmotion version :),35-49
you gotta know when to fold 'em.,35-49
"""Attention is not necessarily a clumsy or insufficient proxy for physical touch but an autonomous source of pleasure""",35-49
oh dear,35-49
I was wondering about similar issues for indexing indiv papers in the proceedings but didn't think of this one.,35-49
I thought so,35-49
"Congrats to  colleagues at QUT & RMIT, + our friends at UQ on your ARC Linkage success in FOR20 this round!",35-49
"yes, fantastic. Thanks  for posting",35-49
"related #cciws13 MT : How To Mess With Big Data Quant Folks—them: “so, what’s your n?” / you: “FEELINGS!”",35-49
Um so this is Vine posts on Twitter over past 2 months according to our data  #ripvine …,35-49
"Woo hoo, congrats Dr   QUT Creative Industries Precinct",35-49
YouTube Celebrates Pride With #ProudToLove Spotlight Channel,35-49
"as i said, mad ambulance chasing skillz",35-49
"OH at #cciws13 ""So I'm just trying to understand, if your brain is liquefied, how does knowledge transfer occur...?""",35-49
how many academics need some basic speech and drama training. #alot,35-49
I DEMAND TANKS NAO #occupythefuture,35-49
i hope you completed your feedback forms earlier,35-49
i hope you'll remember the good times,35-49
now you're doing success theatre too? #killmenow,35-49
aw thanks guys. really good to hear.,35-49
and now Dad jokes.,35-49
totes rolling in it,35-49
yes these reports prompted us to check the data yesterday,35-49
it's how we roll,35-49
you should see !,35-49
Hmmm so new MySpace or should I say InstaVinrSpot,35-49
"I just donated to #Movember, a cause i am passionate about -",25-34
Check out who is changing the face of men’s health for #Movember   via,25-34
. any ideas on date of acceptance notification?,25-34
#TwitterOwesMe $2. What's your account worth?,25-34
Any plans on performing in Belgium again? Loved your show in Kasterlee a couple of months ago !,25-34
"Google Scholar mistake: e-mail of 10 new citations of my articles, yet none cite me and not added to my overview",25-34
"Welcome to , my 100th follower!",25-34
Sorry.,25-34
Worth to read his feed -> RT : Let's talk about Internet privacy. It's a hot topic lately.,25-34
"Hardly any internet at work, yet facebook and twitter work fine #counterproductive",25-34
Miley Cyrus appears to be more plausible than I thought for Time PoY,25-34
Santa’s Chief Data Scientist Speaks Out - Ecommerce Blog:,25-34
zelfs 2 fouten - University of Antwerpen,25-34
Except when its night in Africa RT : The total area of solar panels it would take to power the world,25-34
"Post Plaza at Korenmarkt, Ghent is a former Post Office, not train station !",25-34
Seems like permissions are not set right. Can’t access it.,25-34
I just became Tile backer 162585. Become a backer as well by getting yours at,25-34
Cool! Good luck with it... Who is collaborating?,25-34
Presenting poster on CSI corpus for stylometry and deception detection at #CLIN24,25-34
"""How to improve your twitter engagement"" Put a ring on it?",25-34
Brains hate randomness: Patterning skills for music and language in humans and other animals | CLiPS  via,25-34
We had a student mentioning the use of a 'sentimental lexicon' in his presentation :-D,25-34
Anxiously awaiting  workshop proposal notification :-),25-34
"nice post, but OUCH ! ""because it’s overall visual weight is mismanaged.” #typo",25-34
"Sorry, can't help it! :-p Maybe just lowercase 'ouch' would've sufficed.",25-34
Scientists explain their processes with a little too much honesty [17 pictures](via ),25-34
I completed the  #HourofCode app! Check it out:  Fun way for newbies to learn programming,25-34
En wie is knappe professor?,25-34
". releases free Dutch corpus for comp. stylometry   Detect gender, personality, sentiment, deception in text",25-34
Personal Language Analytics for Sentiment Mining,25-34
I'm loving this advertising by  that actually reflects the world we live in. (via ),25-34
Programming in a nutshell  via,25-34
There is no link to the Author’s Kit here? the word just looks ‘linkish',25-34
"Ok, found it at the top of the page. But strange that in-text reference looks like link but isn’t.",25-34
Yes the figure of the circle is round indeed. All there's to be said about this graph.,25-34
Those too poor to afford it?,25-34
Yes! Finally some link to your source. Referencing is encouraged !!,25-34
says who?,25-34
Foto ! Pretty please? :),25-34
Now I'm very curious,25-34
"Anyone knows what html entity &ssquf; does? Found it in an xml file, but can’t find reference except used here  #html",25-34
"""Infants Use Verbs They Know To Learn New Nouns"" or they just use semantics from context (i.e. not only verbs) ??",25-34
"seems to me they learn from semantic context, not just verbs",25-34
He do the wok. Do the wok of life. #songswithwok #direstraits,25-34
"I’m wokking on sunshine, oh-oh #songswithwok",25-34
I’m definitely going to read this List of Common Misconceptions  #Wikipedia,25-34
"New friends at work ""RT : Newest CLiPS members arrived today!!  #nao #robot  """,25-34
where? What s your source?,25-34
Looking to buy an active speaker/monitor for vocals & guitar. Any suggestions?,25-34
Does the association for computational linguistics have a twitter account? #ACL #nlproc,25-34
"Cleaning lady reminds me of my mother. “If you tidy up your room I will clean it for you.""",25-34
Hope this doesn't have to be about the movie. Are you coming to Belgium any time soon? #AskEmma,25-34
Do you still regularly meet with Daniel Radcliffe and Rupert Grint?,25-34
"How do you feel about being so beautiful? When you were single, facebook and twitter exploded with love declarations. #AskEmma",25-34
"Is that from google, or does it just list wikipedia entries? It doesn't do that for me btw :-p",25-34
uhm all sane people accept theory of evolution,25-34
"also, it's not because some people mistakenly use 'theory' meaning 'hypothesis' that the word changed its meaning",25-34
You’re right. There are indeed people who ignore substantial scientific evidence.,25-34
"Jeffrey, dear, please google such things before you make a fool of yourself:",25-34
Still waiting for  Belgium to bring my package to Antwerp that was already in Brussels at 6:05 am :-( was hoping to get it today,25-34
Thanks for your offer to help! Great service! Though status online didn’t change (still in brussels) they just delivered it :),25-34
"ok, succes! :-) of bonne chance ;-)",25-34
Ready for an interesting day at,25-34
"Knew the idea, still a great talk by Jenny Zhang at #TEDxUHasselt on hydrogen as green fuel.",25-34
"would love to see the animator's drawings on big screen sometimes, maybe show it as summary at end of talk? #TEDxUHasselt",25-34
Loving these talks on green technology: enhanced landfill mining and artificial photosynthesis #TEDxUHasselt,25-34
still haven't seen any of the drawings :-( #TEDxUHasselt,25-34
With edible QR code!! “: Hmmm Qkies! ^-^  #TEDxUHasselt,25-34
Having a great time at #TEDxUHasselt thank you organizers! Next up: music,25-34
"""Impressive crowd"" he said. I'm impressed he even saw us :-) #TEDxUHasselt",25-34
Summary of great talk of  on innovation through humour #TEDxUHasselt,25-34
People interested in microlending: check    #TEDxUHasselt,25-34
"Comparison needs double ‘=‘, single ‘=‘ is for assigning variables. So: if ready == “Yes”   Good luck with rest of #saeadh",25-34
At #saeadh to assist  in teaching and instructing XML parsing,25-34
Registered for #TEDxGhent today. Hoping to meet  there for lunch?,25-34
Looking for people to join me on a two-day guided hiking trip in Iceland nature right after #LREC2014  #lrec,25-34
Which countries have universities in the top 500?,25-34
"Uber's website is very obvious: it's a paying service, therefore it's a taxi service that needs a licence to work in Brussels",25-34
It would be awesome to have such an easy app for carpooling though. Anyone know one?,25-34
Of toch onbewust :-p,25-34
Looking for people to join me on a two-day guided hiking trip in Iceland nature right after #LREC2014  #lrec,25-34
Looking for people to join me on a two-day guided hiking trip in Iceland nature right after #LREC2014  #lrec,25-34
. #loveskiva (Tweet [your school name] #loveskiva to get a free  loan code!),25-34
Good luck !,25-34
check hashtag #spelfie,25-34
Looking for people to join me on a two-day guided hiking trip in Iceland nature right after #LREC2014  #lrec,25-34
"I would suppose 'french (no capital) fries' are a separate concept, one noun in fact",25-34
"sorry, you might be right about the capital :-)",25-34
Looking for people to join me on a two-day guided hiking trip in Iceland nature right after #LREC2014  #lrec,25-34
Where???  :-D  RT : May 15. #BurgerKingBelgium,25-34
Can you please make this a verified account so we can trust you? :-),25-34
"Succesful bike sharing programs: they forgot Antwerp, which is bigger than some of the others",25-34
"you know what to do ;-) RT : ""Unfortunately they’re still building delay of 1.5s+ into each response""",25-34
"I got ""Computational Linguist"" on “What kind of linguist should you be?"" What about you?  #quizzes via",25-34
"Often felt like that these past months ""Urban Dictionary: feeling drake""",25-34
"So, anyone can download a certificate of attendance and claim they were there. Strange.",25-34
"Actually first translation is literally: ""Please buy the bread that you touch"" and not ""only touch what you buy""",25-34
Iceland was great so far! And now for some work #LREC2014,25-34
"Speech by Jon Gnarr, Reykjavik mayor ánd comedian :) #LREC2014 compares Icelandic language to goodlooking but very ill patient",25-34
Internet is already unstable? 1200 laptops & smartphones #LREC2014,25-34
""": Putin, Assad, and Obama are playing a high-stakes poker game, and  explains the rules",50-XX
wild card !,50-XX
""": ""religion wants us to believe without a deep understanding of things""  #CDIdeas #ideaspeligrosas""// #fail",50-XX
Realistic looking pencil drawing~  lo tuyo máster,50-XX
""" Jack Ruby shot L. Harvey Oswald 63, a photographer almost took the shot of a lifetime  gran dcto.!",50-XX
""": Daft Punk's wins Grammy for Album of the Year   aquí la neta!",50-XX
""": BREAKING: US official: Sinaloa drug chief 'Chapo' Guzman arrested by US, Mexican authorities in Mexico.""// Será cierto  ?",50-XX
What else is new ?,50-XX
""":  < We would be better with Lopéz Obrador""// #slogan",50-XX
Life is the best...//,50-XX
"Mr.Trump is the most ""american citizen"" they ever had, really it's him battle, either //",50-XX
Seguro Norberto y JP II Tony//,50-XX
Bon apetit .,50-XX
""": Happiness can be found in the darkest of times, if one only remembers to turn on the light.""",50-XX
¿What else is new?  ccp  Saludos monero !!,50-XX
CONGRATS!!,50-XX
""": My life isn't perfect but I'm thankful for everything I have.""",50-XX
Welcome to Twiterland!,50-XX
"""Congrats"" Pancho! #LaVozMexico",50-XX
sportcenter .,50-XX
""": Thousands of Mexicans attend protests against student disappearances in Iguala",50-XX
"Hard to believe,realy sad moment.",50-XX
""": Hoy a las seis. #AyotzinapaSomosTodos  #aikir",50-XX
"The hills of Iguala are a cementery, LA Times.",50-XX
"Mr  your receiving  the worst,kind of mexican, politician ever sit at president chair.",50-XX
""": Tan actual esta... Molotov - Gimme Tha Power (En Vivo)  #YaMeCanse  ir a marchar hoy.",50-XX
""": Well, that's it! I'm moving to MEXICO to get a job on a SOAP OPERA!!  I hear they PAY 10 MILLION! #Mexico #YaMeCanse""",50-XX
The WSJ:contratos d EPN c/Grupo Higa   #EducandoaunChimpance2,50-XX
congrats!,50-XX
"YO NO SUPERO, YO NO OLVIDO: MARCHA POR LA DIGNIDAD:  #YaMeCanse4  marchar y participar activamente!",50-XX
# #AME #AME #AME #AME #AME #AME #AME #AME #AME #AME #AME #AME  #AmericayYA,50-XX
Tomas Boy.,50-XX
Currently reading,50-XX
Library Pirate: illegale collectievorming 'gecrowdsourced'  via,50-XX
"RT : The 10 best songs based on books in pictures  Kate Bush, Joy Division, Nirvana &Philip Glass",50-XX
Currently reading,50-XX
Currently reading,50-XX
"‘Eve’s Diary,’ Banned Twain Book, Back at Charlton, Mass., Library:  Jammer dat Adam's dagboek nooit is geschreven!",50-XX
BBC News - British Library sparks Amazon row,50-XX
#playstation football :)??? #studiosport,50-XX
RT : HOW SAFE IS THE WORLD / WHEN TRUTH CAN BE SO DANGEROUS #Loesje,50-XX
lifelong and selfdirected learning #Robertastevens,50-XX
Be an advocate for your library,50-XX
#b2d10 roberta stevens yes we can!,50-XX
presentatie bibliotheekmonitor #b2d10,50-XX
#b2d10 the Seattle public library voorbeeld digitale bibliotheek,50-XX
